VOTER_ID,OPP_SEX,AGE,HH_ND,HH_NR,HH_NI,MED_AGE,NH_WHITE,NH_AA,NH_ASIAN,NH_MULT,HISP,COMM_LT10,COMM_609P,MED_HH_INC,COMM_CAR,COMM_CP,COMM_PT,COMM_WALK,KIDS,M_MAR,F_MAR,ED_4COL,GENDER_F,GENDER_M,H_AFDLN3P,H_F1,H_M1,H_MFDLN3P,PARTY_D,PARTY_I,PARTY_R,VPP_08,VPP_12,VPR_08,VPR_10,VPR_12,VG_04,VG_06,VG_08,VG_10,VG_12,PP_PELIG,PR_PELIG,AP_PELIG,G_PELIG,E_PELIG,NL5G,NL3PR,NL5AP,NL2PP,REG_DAYS,UPSCALEBUY,UPSCALEMAL,UPSCALEFEM,BOOKBUYERI,FAMILYMAGA,FEMALEORIE,RELIGIOUSM,GARDENINGM,CULINARYIN,HEALTHFITN,DOITYOURSE,FINANCIALM,RELIGIOUSC,POLITICALC,MEDIANEDUC,MESSAGE_A,MOVED_AD,Partition
286707,0,69,3,0,0,53,97,2,0,0,1,16,0,94196,90,8,0,0,14,45,42,31,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,50,67,60,100,80,5,2,3,1,6557,0,0,1,2,1,0,0,0,0,1,0,0,1,1,13,1,Y,V
483739,0,43,0,1,0,37,61,34,0,0,4,26,2,59954,79,21,0,0,7,20,64,11,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,100,50,1,0,0,0,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,N,V
307289,0,68,3,0,0,41,23,64,7,2,3,5,7,58950,76,5,11,3,25,50,54,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,0,0,0,1,1,0,0,0,0,1,0,0,1,1,12,1,N,T
214696,0,66,2,0,0,46,88,2,4,3,3,8,2,84476,90,6,0,0,20,71,60,37,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,50,100,80,100,90,5,3,4,1,13729,0,0,0,2,1,0,0,0,0,1,0,0,1,1,15,1,N,T
285631,0,58,0,0,1,33,42,17,0,1,39,11,2,46125,62,12,17,5,15,34,26,12,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7864,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11,1,Y,V
564785,0,42,1,1,0,36,78,5,12,1,3,13,6,57414,78,11,5,0,19,57,49,32,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,50,0,20,100,60,5,0,1,1,8602,0,0,0,2,1,0,0,0,0,1,0,0,1,1,12,1,N,T
347320,0,25,0,1,2,35,53,29,4,0,3,27,4,54809,71,2,2,6,30,35,62,39,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33,13,1,0,0,0,2490,0,0,0,1,0,0,0,0,0,1,0,0,1,1,12,1,Y,V
23535,0,61,3,0,1,38,88,0,0,1,12,13,9,54861,95,2,2,0,22,61,69,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,10,1,0,0,0,7822,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,Y,T
621096,0,49,2,0,0,36,68,22,5,1,3,1,10,80652,84,15,1,0,27,64,49,14,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,50,0,20,60,40,3,0,1,1,7831,0,0,0,1,0,0,0,0,0,1,0,0,0,0,13,1,Y,T
10540,0,65,2,0,0,44,88,6,1,2,2,16,6,120417,74,7,0,9,21,56,50,54,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,50,67,60,100,80,5,2,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,16,1,Y,T
122251,0,37,3,0,0,41,23,64,7,2,3,5,7,58950,76,5,11,3,25,50,54,15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,0,0,0,1,1,0,0,0,0,1,0,0,1,1,12,1,Y,T
214372,0,71,1,0,0,50,89,3,6,1,1,23,7,76923,80,11,0,4,11,65,58,30,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,33,20,100,60,5,1,1,0,7809,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12,1,Y,T
617268,0,24,0,3,0,36,65,26,0,2,6,19,15,37772,85,9,2,1,23,50,35,8,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,33,33,67,50,2,1,1,0,2083,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,N,T
72593,0,20,3,1,0,34,63,29,4,0,3,7,15,92170,88,6,3,0,25,58,60,24,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,0,1,2,1,0,0,0,0,1,0,0,1,1,12,1,N,V
285684,0,60,0,2,0,36,65,26,0,2,6,19,15,37772,85,9,2,1,23,50,35,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,100,50,5,0,0,0,3433,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,N,T
453264,0,59,0,0,2,34,63,29,4,0,3,7,15,92170,88,6,3,0,25,58,60,24,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,50,67,60,100,80,5,2,3,1,10838,0,0,1,2,1,0,0,0,0,1,0,0,1,1,12,1,N,T
34124,0,37,1,1,0,41,61,23,3,1,10,12,4,61152,90,9,0,0,20,65,59,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,67,25,2,0,0,0,2239,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,Y,V
252038,0,55,1,2,0,38,85,4,4,8,0,16,5,84333,84,8,4,1,11,52,50,44,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,67,40,100,70,5,2,2,0,7826,0,0,1,2,1,0,0,0,0,1,0,1,1,1,15,1,N,V
497810,0,26,0,4,0,42,45,35,0,2,14,19,4,48542,78,19,0,0,17,53,53,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,25,11,1,0,0,0,3393,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,N,V
72104,0,21,4,1,0,34,63,29,4,0,3,7,15,92170,88,6,3,0,25,58,60,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,100,1,0,0,0,511,0,0,1,2,1,0,0,0,0,1,0,0,1,1,12,1,Y,T
188839,0,26,1,2,1,33,42,17,0,1,39,11,2,46125,62,12,17,5,15,34,26,12,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,100,38,3,0,0,0,2168,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,N,T
86024,0,55,1,0,0,32,64,30,4,0,2,4,8,81506,87,6,4,0,20,54,46,33,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,60,30,3,0,0,0,5563,0,0,0,2,1,0,0,0,0,1,0,0,1,1,12,1,N,V
544545,0,71,2,0,0,52,92,1,6,0,1,1,5,176953,85,1,4,0,20,81,73,60,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,50,33,40,100,70,5,1,2,1,0,0,0,1,2,1,0,0,0,0,1,0,1,1,1,16,1,N,T
561523,0,34,0,0,2,25,62,26,7,2,2,9,12,58145,78,18,2,0,31,48,51,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3435,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,Y,T
244532,0,20,2,0,1,25,62,26,7,2,2,9,12,58145,78,18,2,0,31,48,51,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15,1,N,V
234479,0,60,2,0,0,53,97,2,0,0,1,16,0,94196,90,8,0,0,14,45,42,31,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,100,1,0,0,0,518,0,0,1,2,1,0,0,0,0,1,0,0,1,1,12,1,N,V
502347,0,79,2,0,0,37,54,37,1,7,2,21,5,50446,92,1,0,2,20,44,38,15,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,50,67,60,100,80,5,2,3,1,17326,0,0,0,2,1,0,0,0,0,1,0,0,1,1,12,1,Y,T
502413,0,32,2,0,0,34,63,29,4,0,3,7,15,92170,88,6,3,0,25,58,60,24,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,11,1,0,0,0,2939,0,0,1,2,1,0,0,0,0,1,0,0,1,1,13,1,N,V
526509,0,61,0,1,0,52,92,1,6,0,1,1,5,176953,85,1,4,0,20,81,73,60,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,50,0,20,100,60,5,0,1,1,15525,0,0,1,2,1,0,0,0,0,1,0,1,1,1,16,1,N,V
430888,0,58,2,0,0,25,62,26,7,2,2,9,12,58145,78,18,2,0,31,48,51,13,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,50,33,40,100,70,5,1,2,1,7830,0,0,0,1,0,0,0,0,0,1,0,0,0,0,13,1,N,T
6406,0,32,2,0,0,32,64,30,4,0,2,4,8,81506,87,6,4,0,20,54,46,33,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,25,1,0,0,0,1840,0,0,0,2,1,0,0,0,0,1,0,0,1,1,13,1,N,T
356334,0,54,1,1,1,38,85,4,4,8,0,16,5,84333,84,8,4,1,11,52,50,44,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,33,20,100,60,5,1,1,0,0,0,0,1,2,1,0,0,0,0,1,0,1,1,1,15,1,N,V
484634,0,23,1,2,0,42,45,35,0,2,14,19,4,48542,78,19,0,0,17,53,53,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,100,50,2,0,0,0,1399,0,0,0,2,1,0,0,0,0,1,0,0,0,2,12,1,N,V
205401,0,50,0,1,0,32,67,12,14,2,5,9,5,125154,76,11,3,4,19,43,43,34,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,67,40,100,70,5,2,2,0,10776,0,0,1,2,1,0,0,0,0,1,0,0,1,1,14,1,N,T
366754,0,51,3,0,0,38,76,17,1,1,4,8,18,73618,86,9,2,1,29,71,59,13,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,50,33,40,100,70,5,1,2,1,7809,0,0,0,2,0,0,0,0,0,3,0,0,0,0,12,1,N,T
291191,0,26,2,0,1,44,58,22,1,2,17,17,8,51544,76,11,5,1,24,48,51,15,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,11,1,0,0,0,3338,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,N,V
290106,0,49,0,1,1,38,85,4,4,8,0,16,5,84333,84,8,4,1,11,52,50,44,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,50,33,40,100,70,5,1,2,1,3652,0,0,1,2,1,0,0,0,0,1,0,1,1,1,15,1,N,V
394724,0,44,1,0,1,39,74,23,0,0,2,10,5,41477,85,6,1,3,17,58,43,10,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,50,33,40,80,60,4,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,N,V
439032,0,72,4,0,0,39,74,23,0,0,2,10,5,41477,85,6,1,3,17,58,43,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,40,20,2,0,0,0,5863,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12,1,N,T
