Order,PID,MS.SubClass,MS.Zoning,Lot.Frontage,Lot.Area,Street,Alley,Lot.Shape,Land.Contour,Utilities,Lot.Config,Land.Slope,Neighborhood,Condition.1,Condition.2,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Year.Built,Year.Remod.Add,Roof.Style,Roof.Matl,Exterior.1st,Exterior.2nd,Mas.Vnr.Type,Mas.Vnr.Area,Exter.Qual,Exter.Cond,Foundation,Bsmt.Qual,Bsmt.Cond,Bsmt.Exposure,BsmtFin.Type.1,BsmtFin.SF.1,BsmtFin.Type.2,BsmtFin.SF.2,Bsmt.Unf.SF,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,X1st.Flr.SF,X2nd.Flr.SF,Low.Qual.Fin.SF,Gr.Liv.Area,Bsmt.Full.Bath,Bsmt.Half.Bath,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Functional,Fireplaces,Fireplace.Qu,Garage.Type,Garage.Yr.Blt,Garage.Finish,Garage.Cars,Garage.Area,Garage.Qual,Garage.Cond,Paved.Drive,Wood.Deck.SF,Open.Porch.SF,Enclosed.Porch,X3Ssn.Porch,Screen.Porch,Pool.Area,Pool.QC,Fence,Misc.Feature,Misc.Val,Mo.Sold,Yr.Sold,Sale.Type,Sale.Condition
1735,528221090,60,1,65.0,9018,1,0,1,1,1,2,1,2,1,1,1,2,7,5,2007,2007,1,1,2,2,2,0.0,4,2,2,4,2,4,2,0.0,2,0.0,728.0,728.0,1,1,2,1,728,728,0,1456,0.0,0.0,2,1,3,1,4,8,1,1,4,1,2007.0,1,2,400,2,2,2,100,24,0,0,0,0,0,0,0,0,7,2007,2,2
188,902402010,20,3,90.0,7407,1,0,2,1,1,2,1,15,4,1,1,1,6,7,1957,1996,2,1,8,8,2,0.0,2,2,1,2,2,2,4,600.0,2,0.0,312.0,912.0,1,2,2,2,1236,0,0,1236,1.0,0.0,1,0,2,1,2,6,1,0,0,1,1957.0,2,2,923,2,2,2,0,158,158,0,0,0,0,1,0,0,4,2010,1,1
410,527453050,160,1,24.0,2308,1,0,2,1,1,4,1,6,1,1,2,2,6,5,1976,1976,2,1,1,9,2,0.0,2,2,1,4,2,2,6,306.0,2,0.0,498.0,804.0,1,2,2,1,804,744,0,1548,0.0,0.0,2,1,3,1,2,7,1,1,2,4,1976.0,3,2,440,2,2,2,108,0,0,0,0,0,0,0,0,0,9,2009,1,1
2502,533127080,60,1,0.0,14541,1,0,1,1,1,1,1,9,1,1,1,2,8,7,1993,1993,2,1,8,8,2,0.0,4,4,2,4,4,2,4,1012.0,2,0.0,326.0,1338.0,1,1,2,1,1352,1168,0,2520,1.0,0.0,2,1,5,1,4,10,1,1,2,1,1993.0,3,3,796,2,2,2,209,55,0,0,0,0,0,0,0,0,11,2006,1,4
98,533212020,160,4,24.0,2544,1,1,2,1,1,2,1,10,1,1,3,2,7,5,2004,2005,2,1,8,8,2,0.0,4,2,2,4,2,2,4,368.0,6,42.0,190.0,600.0,1,1,2,1,600,600,0,1200,1.0,0.0,2,1,2,1,4,4,1,0,0,4,2004.0,3,2,480,2,2,2,0,172,0,0,0,0,0,0,0,0,2,2010,1,1
1418,905480240,50,1,60.0,9084,1,0,2,1,1,2,1,19,4,1,1,3,5,6,1941,1950,2,1,2,2,2,0.0,2,2,1,2,3,3,2,236.0,5,380.0,0.0,616.0,1,2,3,1,616,495,0,1111,0.0,1.0,1,0,3,1,2,5,1,0,0,4,1941.0,2,1,200,2,3,2,48,0,0,0,0,0,0,0,0,0,3,2008,8,1
1464,907262030,60,1,65.0,8158,1,0,2,1,1,2,1,20,1,1,1,2,7,5,2003,2003,2,1,2,2,3,252.0,4,2,2,4,2,2,4,550.0,2,0.0,334.0,884.0,1,1,2,1,884,884,0,1768,1.0,0.0,2,1,3,1,4,8,1,0,0,1,2003.0,3,2,543,2,2,2,0,63,0,0,0,0,0,0,0,0,7,2008,1,1
2208,909254150,50,1,53.0,5362,1,0,2,1,1,1,1,21,1,1,1,3,5,6,1910,2003,2,1,3,7,2,0.0,2,2,2,2,2,2,2,0.0,2,0.0,661.0,661.0,1,1,2,1,661,589,0,1250,0.0,0.0,2,0,3,1,2,8,1,1,4,4,1985.0,2,2,552,2,2,2,242,0,81,0,0,0,0,0,0,0,11,2007,1,1
134,534479320,20,1,78.0,7800,1,0,2,1,1,2,1,1,1,1,1,1,5,6,1954,1954,2,1,6,6,3,200.0,2,2,2,2,2,2,2,540.0,2,0.0,728.0,1268.0,1,4,2,1,1268,0,0,1268,0.0,0.0,1,0,2,1,2,7,1,1,4,1,1954.0,1,1,244,2,2,2,0,98,0,0,0,0,0,0,0,0,3,2010,1,1
151,535302200,20,1,119.0,10895,1,0,2,1,1,1,1,1,1,1,1,1,5,6,1955,1955,2,1,8,8,2,0.0,2,4,1,2,2,2,5,648.0,2,0.0,324.0,972.0,1,2,2,1,972,0,0,972,0.0,0.0,1,0,3,1,2,5,1,0,0,1,1955.0,2,1,305,2,2,2,0,0,205,0,0,0,0,2,0,0,6,2010,1,1
1679,527451020,160,3,24.0,2016,1,0,2,1,1,2,1,5,1,1,2,2,5,5,1970,1970,2,1,6,6,3,304.0,2,2,1,2,2,2,2,0.0,2,0.0,630.0,630.0,1,2,2,1,630,672,0,1302,0.0,0.0,2,1,3,1,2,6,1,0,0,4,1970.0,2,2,440,2,2,2,0,0,0,0,0,0,0,0,0,0,4,2007,1,1
506,528390210,60,1,0.0,29959,1,0,3,1,1,4,1,9,1,1,1,2,7,6,1994,1994,2,1,6,6,2,0.0,4,2,2,4,2,2,4,595.0,2,0.0,378.0,973.0,1,1,2,1,979,871,0,1850,0.0,0.0,2,1,3,1,4,7,1,1,4,2,1994.0,1,2,467,2,2,2,168,98,0,0,0,0,0,0,0,0,1,2009,1,1
2593,535353180,190,1,94.0,22136,1,0,2,1,1,2,1,15,4,1,5,3,5,5,1925,1975,2,1,8,8,2,0.0,2,3,1,2,2,3,4,1018.0,2,0.0,1153.0,2171.0,1,2,2,1,1392,1248,0,2640,2.0,0.0,2,1,5,1,2,10,5,1,4,1,1977.0,3,3,1008,2,2,3,631,48,148,0,0,0,0,0,0,0,7,2006,1,1
2235,910201050,50,3,50.0,7288,1,0,2,1,1,2,1,16,4,1,1,3,5,7,1925,2003,2,1,2,2,2,0.0,4,4,4,2,4,2,2,0.0,2,0.0,936.0,936.0,1,1,2,1,936,665,0,1601,0.0,0.0,2,0,3,1,2,6,1,0,0,0,0.0,0,0,0,0,0,3,0,0,0,176,0,0,0,0,0,0,9,2007,1,1
1728,528218010,60,1,59.0,15810,1,0,1,1,1,2,1,2,6,1,1,2,6,5,2007,2007,2,1,2,2,0,0.0,4,2,1,4,2,2,2,0.0,2,0.0,768.0,768.0,1,1,2,1,768,728,0,1496,0.0,0.0,3,0,3,1,4,7,1,0,0,1,2007.0,2,2,572,2,2,2,100,0,0,0,0,0,0,0,0,0,5,2007,2,2
1729,528218020,60,1,65.0,10237,1,0,2,1,1,2,1,2,6,1,1,2,6,5,2005,2006,2,1,2,2,2,0.0,4,2,2,4,2,2,2,0.0,2,0.0,768.0,768.0,1,1,2,1,768,768,0,1536,0.0,0.0,2,1,3,1,4,6,1,1,4,1,2005.0,1,2,400,2,2,2,100,38,0,0,0,0,0,0,0,0,6,2007,1,1
2902,921205030,20,1,88.0,11443,1,0,2,1,1,2,1,24,1,1,1,1,8,5,2005,2006,1,1,2,2,3,208.0,4,2,2,1,2,4,4,1460.0,2,0.0,408.0,1868.0,1,1,2,1,2028,0,0,2028,1.0,0.0,2,0,2,1,4,7,1,2,4,1,2005.0,3,3,880,2,2,2,326,66,0,0,0,0,0,0,0,0,3,2006,2,2
9,527146030,120,1,39.0,5389,1,0,1,1,1,2,1,3,1,1,2,1,8,5,1995,1996,2,1,4,5,2,0.0,4,2,2,4,2,2,4,1180.0,2,0.0,415.0,1595.0,1,1,2,1,1616,0,0,1616,1.0,0.0,2,0,2,1,4,5,1,1,2,1,1995.0,3,2,608,2,2,2,237,152,0,0,0,0,0,0,0,0,3,2010,1,1
2778,907187010,60,1,72.0,13426,1,0,1,1,1,1,1,20,1,1,1,2,7,5,1999,2000,2,1,2,2,2,0.0,4,2,2,4,2,3,4,894.0,2,0.0,57.0,951.0,1,1,2,1,951,828,0,1779,1.0,0.0,2,1,3,1,4,7,1,1,2,1,1999.0,1,2,586,2,2,2,208,107,0,0,0,0,0,0,0,0,9,2006,1,1
199,903232190,50,3,52.0,6240,1,0,2,1,1,2,1,14,1,1,1,3,5,7,1936,1980,2,1,2,2,2,0.0,2,2,1,2,3,2,5,276.0,2,0.0,252.0,528.0,1,4,2,1,548,492,0,1040,0.0,0.0,1,0,2,1,2,5,1,0,0,4,1979.0,1,2,624,2,2,1,306,0,32,0,0,0,0,0,0,0,5,2010,1,1
321,916475110,60,1,85.0,14191,1,0,2,1,1,2,1,24,1,1,1,2,8,5,2002,2002,2,1,2,2,2,0.0,4,2,2,4,2,2,2,0.0,2,0.0,967.0,967.0,1,1,2,1,993,915,0,1908,0.0,0.0,2,1,4,1,4,9,1,0,0,1,2002.0,1,2,431,2,2,2,135,0,0,0,0,0,0,0,0,0,4,2010,1,1
2232,910200040,50,3,85.0,8500,1,0,2,1,1,1,1,16,4,1,1,3,5,7,1919,2005,2,1,4,5,2,0.0,2,2,1,2,2,2,2,0.0,2,0.0,793.0,793.0,2,2,3,3,997,520,0,1517,0.0,0.0,2,0,3,1,3,7,1,0,0,0,0.0,0,0,0,0,0,3,0,0,144,0,0,0,0,0,0,0,8,2007,1,1
1165,533212150,160,4,34.0,3604,1,1,2,1,1,1,1,10,1,1,2,2,7,5,2007,2007,2,1,2,2,2,0.0,4,2,2,4,2,2,2,0.0,2,0.0,689.0,689.0,1,1,2,1,703,689,0,1392,0.0,0.0,2,0,2,1,4,5,1,0,0,4,2007.0,2,2,540,2,2,2,0,102,0,0,0,0,0,0,0,0,2,2008,1,4
604,534278070,20,1,0.0,13495,1,0,1,1,1,1,1,1,1,1,1,1,5,6,1956,1956,2,1,3,3,3,70.0,2,4,1,2,2,2,3,625.0,2,201.0,222.0,1048.0,1,3,2,1,1728,0,0,1728,1.0,0.0,2,0,3,1,2,7,4,1,4,4,1956.0,2,2,576,2,2,2,0,99,0,0,0,0,0,0,0,0,7,2009,1,1
417,527455080,160,1,24.0,2364,1,0,2,1,1,2,1,6,1,1,2,2,6,5,1978,1978,2,1,1,9,2,0.0,4,2,1,4,2,2,6,279.0,2,0.0,576.0,855.0,1,2,2,1,855,601,0,1456,0.0,0.0,2,1,3,1,2,6,1,1,2,1,1978.0,1,2,440,2,2,2,147,0,0,0,0,0,0,0,0,0,4,2009,1,1
2198,909250160,45,1,55.0,10594,1,0,2,1,1,2,1,21,1,1,1,8,5,5,1926,1950,2,1,3,3,2,0.0,2,2,4,2,2,2,2,0.0,2,0.0,768.0,768.0,3,3,3,1,789,0,0,789,0.0,0.0,1,0,2,1,2,5,1,0,0,4,1926.0,2,1,200,4,4,2,0,0,112,0,0,0,0,1,0,0,6,2007,1,1
1906,534475170,60,1,100.0,9500,1,0,2,1,1,1,1,1,4,1,1,2,6,6,1964,1978,2,1,2,2,4,272.0,2,2,1,2,2,2,5,442.0,2,0.0,374.0,816.0,1,2,2,1,1127,850,0,1977,0.0,1.0,1,1,4,1,2,9,1,1,2,1,1964.0,3,2,540,2,2,2,0,52,0,0,0,0,0,3,0,0,6,2007,1,1
2779,907192010,60,1,95.0,13450,1,0,1,1,1,1,1,20,1,1,1,2,7,5,2002,2002,2,1,2,2,2,0.0,4,2,2,4,2,2,4,700.0,2,0.0,216.0,916.0,1,1,2,1,920,941,0,1861,1.0,0.0,2,1,3,1,4,8,1,0,0,2,2002.0,3,2,492,2,2,2,146,91,0,0,0,0,0,0,0,0,6,2006,1,1
1129,528482020,20,4,85.0,10625,1,0,2,1,1,2,1,10,1,1,1,1,8,5,2007,2007,2,1,2,2,3,292.0,4,2,2,4,2,4,2,0.0,2,0.0,1660.0,1660.0,1,1,2,1,1660,0,0,1660,0.0,0.0,2,0,3,1,4,7,1,1,4,1,2007.0,1,3,660,2,2,2,133,120,0,0,0,0,0,0,0,0,6,2008,1,1
2886,913350030,20,1,69.0,23580,1,0,1,1,1,2,2,23,1,1,1,1,6,6,1979,1979,2,1,1,1,2,0.0,2,2,1,4,2,4,4,776.0,2,0.0,849.0,1625.0,1,2,2,1,1625,0,0,1625,0.0,1.0,2,0,3,1,3,6,1,1,2,1,1979.0,1,2,576,2,2,2,136,28,0,0,0,0,0,0,0,0,9,2006,1,1
757,903475100,70,3,0.0,5775,1,0,3,3,1,1,2,15,2,1,1,2,6,7,1915,2002,2,1,3,3,2,0.0,2,2,4,2,2,2,2,0.0,2,0.0,483.0,483.0,1,1,2,1,741,686,0,1427,0.0,0.0,1,0,3,1,4,7,1,0,0,1,1915.0,2,1,379,2,2,2,0,24,112,0,0,0,0,0,0,0,2,2009,1,1
1403,905401060,20,1,0.0,53227,1,0,1,4,1,3,2,17,1,1,1,1,4,6,1954,1994,5,3,1,1,2,0.0,2,2,1,4,2,4,3,1116.0,2,0.0,248.0,1364.0,1,1,2,1,1663,0,0,1663,1.0,0.0,1,0,2,1,4,6,4,2,4,1,1954.0,1,2,529,2,2,2,224,137,0,0,0,0,0,0,0,0,3,2008,1,1
1174,533217060,160,4,24.0,2160,1,1,2,1,1,2,1,10,1,1,3,5,7,5,1999,2000,2,1,2,2,3,216.0,4,2,2,4,2,2,4,600.0,2,0.0,72.0,672.0,1,1,2,1,684,720,0,1404,1.0,0.0,2,1,3,1,4,5,1,0,0,4,1999.0,2,2,462,2,2,2,20,0,0,0,0,0,0,0,0,0,6,2008,1,1
1004,527161010,60,1,100.0,10839,1,0,1,1,1,1,1,2,1,1,1,2,6,5,1997,1998,2,1,2,2,2,0.0,2,2,2,4,2,2,2,0.0,2,0.0,926.0,926.0,1,1,2,1,926,678,0,1604,0.0,0.0,2,1,3,1,2,7,1,1,2,1,1997.0,1,2,470,2,2,2,0,36,0,0,0,0,0,0,0,0,7,2008,1,1
2527,534127270,60,1,90.0,11700,1,0,2,1,1,1,1,4,1,1,1,2,6,6,1968,1968,2,1,6,6,3,420.0,2,2,1,2,2,2,6,404.0,2,0.0,304.0,708.0,1,4,2,1,708,708,0,1416,0.0,0.0,2,1,3,1,2,7,1,1,2,1,1968.0,3,2,776,2,2,2,0,169,0,0,119,0,0,0,0,0,5,2006,1,1
328,923225390,120,3,31.0,2394,1,0,2,4,1,2,2,25,1,1,3,1,5,6,1973,1973,2,1,4,5,2,0.0,2,2,1,4,2,4,4,915.0,2,0.0,30.0,945.0,1,1,2,1,945,0,0,945,1.0,1.0,1,0,2,1,2,5,1,1,4,1,1973.0,3,1,253,2,2,2,174,0,56,0,108,0,0,0,0,0,5,2010,1,1
1131,528490080,60,4,64.0,8791,1,0,1,1,1,2,1,10,1,1,1,2,6,5,2003,2003,2,1,2,2,2,0.0,4,2,2,4,2,2,5,503.0,2,0.0,361.0,864.0,1,1,2,1,864,864,0,1728,0.0,0.0,2,1,3,1,4,7,1,0,0,1,2003.0,3,2,673,2,2,2,216,56,0,0,0,0,0,0,0,0,5,2008,1,1
26,527403020,20,1,65.0,8450,1,0,2,1,1,2,1,1,1,1,1,1,5,6,1968,1968,2,1,2,2,2,0.0,2,2,1,2,2,2,3,775.0,2,0.0,281.0,1056.0,1,1,2,1,1056,0,0,1056,1.0,0.0,1,0,3,1,2,6,1,1,3,1,1968.0,2,1,304,2,2,2,0,85,184,0,0,0,0,0,0,0,7,2010,1,1
